ID,program,agency,address,city,state,zip,district,phone,fax,tdd,email,web,duration,description,eligibility,days,hours,ages,fees,access,translation,computer,leadership,leadershipage,appdeadline,requirements,translator,bus,locations,bart,volunteer,logo,minage,contactemail,photo,download,contact,contactphone,password,user,approved,other,notes,provider,mapaddress,services
419,"Family Bridges, Inc.",,168 11th St.,Oakland,CA,94607,,(510)839-2022,(510)839-2435,,,www.fambridges.org,Year Round,"EMPLOYMENT AND TRAINING SERVICES include job counseling, job development and referral.  Offers vocational training in service and production skills, as well as English as a Second Language (ESL).
LINCOLN YOUTH CENTER provides counseling, employment training, career development, education tutoring, life skills training, substance abuse prevention and recreation services to at risk teens.",,Monday-Friday,9:00am-5:00pm,,,,"English, Chinese, Vietnamese",,,,,Residence requirements for certain programs.,,AC Transit line 50 within 1 block,,Lake Merritt,,,,,,,Helen Kwong,(510) 839-2022,,,Yes,Korean,faxed 041206-DONE unless rec fax-left vmail ka,Community-Based Agency,168 11th St.,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Recreational/Social"
420,Family Builders by Adoption,,528 Grand Ave.,Oakland,CA,94610,,(510)272-0204,(510)272-0277,,,www.familybuilders.org,Year Round,"Contact: Barbara Turan

Provides adoption, post-adoption and foster care services for families who are interested in the adoption of special needs children.  The special needs population includes children age 1-17, children with emotional, physical, developmental, learning problems or disabilities, siblings who should be placed together and children of color.  Provides treatment services including individual child therapy, group therapy and family therapy for foster families as indicated.  Also provides parent support meetings and initial and ongoing parent training.  Provides statewide exchange service for children waiting to be adopted.",,Monday-Friday,9:00am-5:00pm,"0-5, 6-12, 13-18",none,,"English, Spanish",,,,,Age -17 with a plan of adoption,,"AC Transit lines 1,2,12,58 within 1 block",,12th St. Oakland City Center,,,,,,,Barbara Turan,(510)272-0204,,,Yes,,Barbara Turan-done-041206ka,,528 Grand Ave.   94610,Family Support/Counseling
421,Family Support Services/Respite Care Program,,"401 Grand Ave, 5th floor",Oakland,CA,94610,,(510)834-2443,(510)834-1548,,,www.fssba-oak.org,Year Round,"Provides respite services to families with developmentally disabled children who are eligible for Regional Center services and for foster parents of abused and medically fragile children in Alameda and Contra Costa counties.

Family Support Services also offers services to HIV-affected families and select relative caregivers.  Grandparents and other caregivers caring for their relative children on a full time basis who are over the age of 60 or caring for at least one child under the age of 5 are eligible for service. 

Alameda County?s respite services provide brief periods of temporary care to give parents a break from the full-time care of their special needs child.

In-Home Respite offers care for the child in the child?s own home.

Out-of-Home Respite offers care in the home of a certified respite provider.  All providers are carefully screened and thoroughly trained to meet the needs of the children in care.",Vary according to income,Monday-Friday,8:30am-5:00pm,"0-5, 6-12, 13-18",None,,English,,,,,,,AC Transit line 13 within 1 block,,,Yes,,,,,,"Lu Fox, Exec Dir.",(510)834-2443,,,Yes,,DONE-ka-041206,,401 Grand Ave  94610,"Family Support/Counseling, Mentoring"
422,Family Resource Network,,5232 Claremont Ave.,,CA,94618,,(510)547-7322,(510)658-8354,(510)658-2307,,,Year Round,"Contact: Kate Warren

A resource and support service for families of children with disabilities or special health care needs.  Provides information and referral, one-on-one peer support, support groups, public outreach about disabilities, advocacy, workshops and a resource library.  Also publishes a quarterly newsletter.",None,"Monday-Thursday,Tuesday","9:30am-4:00pm, 7:00 pm-9:00pm","0-5, 6-12, 13-18",None,Wheelchair access,"English, Spanish, Vietnamese",,,,,,,AC Transit 12 and 40 within 1 block,,Rockridge,Yes,,,,,,"Kate Warren, Prog. Dir.",(510)547-7322,,,Yes,,DONE-by phone - ka 041206,Community-Based Agency,5235,"Education/Academic Support, Family Support/Counseling"
423,Girls and Boys Town National Hotline,,,,CA,,,(800)448-3000,(402)498-1875,,,www.girlsandboystown.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,ka,,,
424,Federation of Indo-American Associations(FIA),,41835 Albrae St.,,CA,94538,,"(510)657-1245, hotline-(800)313-2772",(510)651-0178,,,,Year Round,"Kamal Nair, Executive Director

Shelter for abused South Asian and Indo-American women and children (boys under 10) in the Bay Area.  Offers peer counseling and support in several Indian languages, legal and social advocacy, public educational forums and transportation to doctor or lawyer appointments.  Provides confidential referral to support systems, human service agencies and community resources.  The shelter primarily serves women who are reluctant to go to other shelters and support groups.  Maximum stay is 90 days.","Woman, age over 18",Monday-Friday,9:00am-4:00pm,,None,Wheelchair access,English,,,,,,Many languages,AC Transit line 214 within 4 blocks,,,,,,,,,"Kamal Nair, Executive Director",(510)657-1245,,,Yes,,DONE - ver by phone 041206 - ka,,41835 Albrae St.  94538,Family Support/Counseling
425,First Resort Pregnancy Consulting,,"400 30th St., Suite 401",Oakland,CA,94609,,(510) 891-9998,(510) 891-9950,,,www.firstresort.net,Year Round,"Contact: Betsy Brassea, Office Manager

Provides free pregnancy testing, pregnancy verification, parenting and nutritional information and counseling, adoption counseling and post-abortion counseling.  Offers emotional support and practical assistance during the pregnancy including physician referrals and first and second trimester prenatal care in some cases.  Offers referrals to community services.",None for pregnancy test and counseling.,call for hours,,13-18,None,Wheelchair access,English,,,,,,,"AC Transit 40,43,and 51","Oakland, San Francisco, Redwood City",MacArthur,,,,,,,"Betsy Brassea, Ofc Mgr/Vol. Coord.",(510)891-9998,,,Yes,,DONE 041206-ka,Community-Based Agency,400 30th St.  94609,"Family Support/Counseling, Health/Wellness, Youth Leadership/Volunteer"
426,Fred Finch Youth House/Youth Shelter,,"3404 King St. Berkeley,CA  94703",Berkeley,CA,94703,,(510) 601-8966,(510) 601-8967,,susannamarshland@fredfinch.org,www.fredfinch.org,Year Round,"Contact: Susanna Marshland

Offers a Transitional Housing Program for homeless youth, age 14-17, who are emancipating into adulthood.  Length of stay is 2 years.  Provides supportive services to help youth become self-sufficient.  Services include mental health, general health and case management, vocational training, education support and planning, recreation planning, study skills, independent living skills, guest speakers and community building activities.

The house itself is a community living environment with two stories, six bedrooms, kitchen, dining room, recreation room, four bathrooms and two half bathrooms.  Amenities include large and small decks, front and back yards, and an elevator.

House residents must be willing and able to stay clean and sober, have a commitment to participate in case management and group activities, have a demonstrated willingness and ability to live in a community environment, and a willingness to obtain independent living skills in order to become self-sufficient.",,7 days a week,24 hours a day - answering machine,13-18,None,Wheelchair access,"English, Spanish",,,,,"Youth age 14-17, homeless or at risk for being homeless",,"AC Transit 6, 5 and 17 within 4 blocks",,Ashby,,,,susannamarshland@fredfinch.org,,,"Susanna Marshland, Division Director",(510) 482-2244 x 275,,,Yes,,DONE-talked to Becky @ FF 041306 ka,,3404 King St. 94703,"Family Support/Counseling, Health/Wellness"
427,Genesis Project,,,,CA,94619,,(510)653-8869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
428,Girls Inc. of the Island City,,1724 Santa Clara Ave.,Alameda,CA,94501,,(510) 521-1743,(510) 521-4417,,,www.girlsincislandcity.org,Year Round,"Contact: Karen Kenney

Provides educational and recreational programs for girls, and licensed coeducational latchkey programs for before-and after-school care.  Offers field trips during the summer session.  Activities include arts and crafts, computers, cooking, homework time, snacks, multi-cultural projects, special events, games, sports, science and math.

PREVENTING ADOLESCENT PREGNANCY is a pregnancy education and prevention program for girls and parents.  Call the office for information about hours and locations of activities.  

Agency was formerly known as Alameda Girls? Club, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,faxed - wait - ka,,1724 Santa Clara Ave.  94501,"Athletics, Cultural/Arts, Education/Academic Support, Family Support/Counseling, Recreational/Social"
429,Reach for Learning,Bay Area Leaning Disability Foundation,,,CA,,,(510)524-6455,(510)524-5154,,,www.reachforlearning.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ka,,,
432,Hemophilia Foundation of Northern California,,"7700 Edgewater Dr., Suite 818",Oakland,CA,94621,,"(510) 568-6243, (888) 749-4362",(510) 568-6111,,,www.hfnconline.org,Year Round,"Contact: Robin Bratton-Bias

Offers educational classes, workshops, trainings, counseling, support groups, recreational activities, symposia and advocacy for persons with or affected by hemophilia, von Willebrand?s or other bleeding disorders.  Educational classes address parenting a child with a bleeding disorder and concerns about transmission of the AIDS virus through blood transfusion.  Provides community education and outreach about bleeding disorders through the use of a membership newsletter and bilingual information pamphlets.  Counseling, peer support network, information and referral are available by phone.  Recreational opportunities are available for children and adolescents with bleeding disorders including a one week summer camp, complete with 24-hour medical care, social and recreational opportunities.

Provides a support group for men with HIV disease, and one for their parents, partners or relatives.  Also offers short-term respite through a friendly visitor program.  May provide transportation to medical appointments, scholarships, emergency funds, Medic Alert tags and prophylactic aids.",None,Monday-Friday,vary,"0-5, 6-12, 13-18",None,Wheelchair access,"English, Spanish",,,,,,Yes,AC Transit line 98 within 1 block,,Coliseum/Oakland Airport,Yes,,,,,,"Robin Bratton-Bias, Exec Admin",(510) 568-6243,,,Yes,,DONE - tel intvw w/ Robin 041306 ka,,7700 Edgewater Dr.  94621,"Family Support/Counseling, Recreational/Social"
433,Holos Institute,,5463 College Ave.,Oakland,CA,94618,,"(510) 287-8816, (415) 750-0478",,,janedl@holosinstitute.net,www.holosinstitute.net,Year Round,"Provides psychotherapy and counseling for individuals, families and couples struggling with life transitions, relationship problems, addiction issues and recovery.  Offers an innovative, holistic approach, facilitated by licensed and intern therapists.  Also provides wilderness and nature therapy.",,7 days a week,24 hours a day - answering machine,"6-12, 13-18",Vary according to income($25 minimum). Private insurance accepted.,,"English, Spanish",,,,,Age 5 or over,,AC Transit 17 and 51 within 2 blocks,,Rockridge,No,,,,,,"Jan Edl Stein, Director",(510) 287-8816,,,Yes,also in San Francisco,DONE-- web/bk 041306 ka,,5463 College Ave.  94618,Family Support/Counseling
434,Mandana Community Recovery Project,"Horizon Services, Inc.",3989 Howe St.,Oakland,CA,94611,,"(510)595-9690, (510)784-5865",(510)785-8485,,,www.horizonservices.org,Year Round,"Contact: Gwen Ferro

MANDANA COMMUNITY RECOVERY CENTER offers a drop-in community recovery center that provides education, support services and information to individuals, families and the community at large regarding alcohol, drugs and other related problems.  Provides referrals for recovery-related services.  The center holds family education sessions, workshops, social events, and meetings of many self-help programs.  Offers HIV testing and education.  Contact the agency for more information on events, workshops and support groups.",None,Monday-Friday,1:00pm-9:00pm,,vary,Wheelchair access,English,,,,,,,AC Transit line 6 within 1 block,,MacArthur,No,,,,,,Gwen Ferro,(510) 595-9690,,,Yes,,DONE by tel 041306 ka,,3989 Howe St.  94611,"Education/Academic Support, Family Support/Counseling"
436,Hosanna Homes,,9998 Crow Canyon Rd.,,CA,94552,,(510) 538-8117,(510) 538-3585,,,www.hosannahomes.org,Year Round,"Contact: Verne Teyler

Recruits, trains and certifies single or married parent families with or without children as foster family providers.  Provides orientation to prospective foster families, usually held on Saturdays.  Requires a minimum of 16 hours a year of ongoing training after placement.  Counseling and support services are available for both parents and children.  Also offers a respite care network.",,Monday-Friday,8:30am-5:00pm,,$25 for fingerprinting and child abuse index,"Wheelchair access, Restrooms wheelchair accessible","English, Spanish, Chinese, Vietnamese",,,,,"Foster parents, age 21 or over, who meet agency requirements. Children, age -18, w/ special needs who are abused, neglected or abandoned",Yes,,,,No,,,,,,"Verne Teyler, Executive Director",(510)538-8117,,,Yes,,DONE - by tel w/ Verne 041306 ka,,9998 Crow Canyon Rd.  94552,Family Support/Counseling
437,Huong Vietnamese Community Center,,PO Box 29936,Oakland,CA,94604,,(510) 835-9156,,,,www.hunongviet.org,Year Round,"Contact: Ky Vo, Executive Director

Addresses the social, cultural and educational needs of Vietnamese American families in the East Bay.  Supports the development of the Vietnamese American community and families through educational, social and cultural programs.  Seeks to advocate and encourage the active participation and full integration of Vietnamese Americans in the East Bay community.  Also seeks to encourage the preservation and appreciation of Vietnamese cultural traditions through the annual celebration of Vietnamese holidays.  Sponsors cultural and historical activities to create a better understanding and appreciation of Vietnamese and Vietnamese American cultures.

Offers field trips and recreational programs, individual counseling and student workshop.  Mentoring and tutorial programs are offers in collaboration with STRIVE, an organization from UC Berkeley.",None,,,,$15 per student per month for Vietnamese Language class,"Wheelchair access, Restrooms wheelchair accessible","English, Vietnamese",,,,,,,AC Transit 14 within 2 blocks,Roosevelt Middle School,,,,,,,,Ky Vo,(510) 835-9156,,,Yes,,DONE-ubale to contact - used bk 041306 ka,,,"Cultural/Arts, Education/Academic Support, Mentoring"
438,"""I Have a Dream"" Foundation",,PO BOX 23244,,CA,,,(510)663-3331,(510)879-3039,,,www.ihad-oakland.org,,,,,,,,,,,,,,,,,,,,,,,,,"Martha Cook, Program Director",(510)663-3331,,,No,,"ka-not publishing-per phone call, this program is dissolving at the end of this school year",,,
439,Images on the Rise,,8801 International Blvd.,Oakland,CA,94621,,(510) 569-1858,(510) 569-8188,,,,Year Round,"Contact: Marie Sholes

Images On The Rise provides transitional housing and a recovery environment for youth and adults, substance abuse education and relapse prevention, nutritious well planned meals, exercise programs, recreational programs, HIV/AIDS education and prevention, job training, job placement, academic re-entry/GED preparation, parenting classes, domestic violence/anger management, spiritual guidance, and permanent housing assistance.

Images will provide a positive, pleasant atmosphere for a peaceful, productive lifestyle free of stress and worries.  With an introduction to a more holistic approach to healing and lifestyle.",,Monday-Friday,8:00am-6:00pm,13-18,vary according to income and services,,"English, Spanish",,,,,call for information,,AC Transit 82 and 83 within 1 block,,Coliseum/Oakland Airport,,,,,,,Marie or Rhoda Sholes,(510) 569-1858,,,Yes,,DONE - left msg - update if rec call back 041306 ka,,8801 International Blvd.  94621,"Education/Academic Support, Employment/Job Readiness, Family Support/Counseling, Health/Wellness, Recreational/Social"
440,Independent Living Skills Teen Health Center,,"2647 International Blvd, Suite 420",Oakland,CA,94601,,(510) 261-4102,(510) 434-2438,,,www.alamedacountyilsp.org,Year Round,"Contact: Betty Jo Reuben

Provides every eligible foster care youth with independent living skills training to assist in his or her transition to a successful independent lifestyle.  To participate a young person must be referred to the Independent Living Skills Program by his or her child welfare worker or probation officer.",,Monday-Friday,10:00am-7:00pm,13-18,Medi-Cal accepted - no other fees,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,"Alameda County resident, foster youth age 15 1/2-21, probation youth",,,,,No,,,,,,"Betty Jo Reuben, Medical Asst",(510) 261-4102,,,Yes,,DONE - tel w/ Betty 041306 ka,,2647 International Blvd  94601,"Employment/Job Readiness, Family Support/Counseling"
441,Jewish Community Services,,4500 Redwood Rd.,,CA,,,(510) 530-9222,,,,www.opjcs.org,,"Provides an after-school day care program with special classes for children in grades K-6, Monday-Friday 8-6.  Center provides transportation for participants in the after-school program.

YOUTH DEPARTMENT operates a full-day summer day camp.  Teen and preteen events occur once a month.",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka,,,
442,Jewish Youth for Community Action,Jewish Family and Children's Svcs of the East Bay,,,CA,,,(510)763-5875,(510)251-9810,,,,,"LEADERSHIP TRAINING AND COMMUNITY SERVICE PROGRAM for high school youth, age 14-18.  Leadership Training Series provides diversity training and examines current social and political issues from a Jewish perspective.  Community service activities and community organization training provided.  Weekend retreats are held throughout the year and include an adventure ropes course.  High school-age youth of any religion or ethnicity are welcome.  This is a program where participants are involved in program decisions and planning.",,,,,,,,,,,,,,,,,,,,,,,,,,,No,,ka - msg w/ jfceb - unable to locate this program,,,
443,JFK University Center for Holistic Counseling,,2501 Harrison St.,Oakland,CA,94612,,(510) 444-3344,(510) 444-7476,,,jfku.edu,Year Round,"Contact: Mary Jo Dierickx, Director

Provides individual, couple, family and group counseling for children, adolescents and adults.  The focus is on interpersonal relationships, conflicts, mid-life crises, unemployment or job concerns, transition issues, stress reduction and depression, loneliness, spiritual crises and concerns.  Services are not provided for chronic substance dependence, violent or psychotic clients.  All counseling is provided by MFT trainees who are supervised by licensed clinicians.",None,"Monday-Thursday; Friday, Saturday",9:00am-9:00pm; 9:00am-6:00pm,"6-12, 13-18",Vary according to income. $5-$70,"Wheelchair access, Restrooms wheelchair accessible",English,,,,,,Contact agency,AC Transit 11and 12ithin 2 blocks,,19th St. Oakland,No,,,,,,"Mary Jo Dierickx, Director",(510)444-3344,,,Yes,,DONE - by phone/bk 041306 ka,,2501 Harrison St.,Family Support/Counseling
